tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-0407,Rotterdam,Hard,32,A,20240212,277,105777,6,,Grigor Dimitrov,R,188.0,BUL,32.7,132283,,,Lorenzo Sonego,R,191.0,ITA,28.7,7-6(4) 6-3,3,R32,93.0,6.0,3.0,62.0,39.0,39.0,9.0,11.0,3.0,4.0,5.0,1.0,62.0,44.0,34.0,6.0,10.0,4.0,6.0,13.0,2905.0,48.0,975.0
2024-0407,Rotterdam,Hard,32,A,20240212,276,105916,,,Marton Fucsovics,R,188.0,HUN,32.0,206681,,,Fabian Marozsan,R,191.0,HUN,24.3,7-6(5) 6-1,3,R32,91.0,11.0,0.0,78.0,50.0,37.0,15.0,10.0,7.0,8.0,0.0,1.0,53.0,29.0,18.0,14.0,9.0,2.0,5.0,86.0,682.0,61.0,896.0
2024-0407,Rotterdam,Hard,32,A,20240212,275,207686,,,Alexander Shevchenko,R,,KAZ,23.2,111190,,,Zhizhen Zhang,R,193.0,CHN,27.3,4-6 6-4 6-3,3,R32,115.0,13.0,0.0,87.0,55.0,38.0,20.0,14.0,5.0,7.0,5.0,1.0,91.0,58.0,37.0,19.0,15.0,4.0,8.0,57.0,920.0,47.0,991.0
2024-0407,Rotterdam,Hard,32,A,20240212,274,208029,3,,Holger Rune,R,185.0,DEN,20.7,126128,,,Roman Safiullin,R,185.0,RUS,26.5,6-4 2-6 6-1,3,R32,113.0,6.0,3.0,81.0,51.0,35.0,19.0,13.0,6.0,8.0,9.0,1.0,81.0,46.0,35.0,15.0,12.0,7.0,10.0,7.0,3695.0,39.0,1090.0
2024-0407,Rotterdam,Hard,32,A,20240212,273,200282,5,,Alex De Minaur,R,183.0,AUS,24.9,200624,,,Sebastian Korda,R,196.0,USA,23.6,6-4 6-3,3,R32,82.0,5.0,1.0,57.0,38.0,33.0,10.0,10.0,4.0,4.0,11.0,1.0,72.0,44.0,32.0,10.0,9.0,6.0,8.0,11.0,2970.0,33.0,1245.0
2024-0407,Rotterdam,Hard,32,A,20240212,272,105676,,Q,David Goffin,R,180.0,BEL,33.1,209976,,WC,Dino Prizmic,U,,CRO,18.5,6-4 6-7(12) 6-1,3,R32,175.0,8.0,2.0,115.0,67.0,46.0,20.0,15.0,5.0,9.0,2.0,1.0,91.0,57.0,32.0,19.0,14.0,5.0,12.0,133.0,498.0,171.0,361.0
2024-0407,Rotterdam,Hard,32,A,20240212,271,200000,,,Felix Auger Aliassime,R,193.0,CAN,23.5,202195,,Q,Maxime Cressy,R,198.0,USA,26.7,7-6(3) 7-6(8),3,R32,140.0,18.0,4.0,85.0,57.0,43.0,18.0,12.0,1.0,1.0,7.0,4.0,85.0,57.0,44.0,17.0,12.0,5.0,5.0,28.0,1460.0,170.0,368.0
2024-0407,Rotterdam,Hard,32,A,20240212,270,126094,2,,Andrey Rublev,R,188.0,RUS,26.3,200267,,Q,Zizou Bergs,R,185.0,BEL,24.6,7-5 6-3,3,R32,82.0,3.0,2.0,68.0,43.0,31.0,17.0,11.0,3.0,3.0,8.0,4.0,60.0,42.0,31.0,7.0,10.0,1.0,3.0,5.0,5050.0,132.0,499.0
2024-0451,Doha,Hard,32,A,20240219,300,111575,2,,Karen Khachanov,R,198.0,RUS,27.7,210150,,,Jakub Mensik,U,,CZE,18.4,7-6(12) 6-4,3,F,109.0,9.0,1.0,71.0,52.0,43.0,13.0,11.0,0.0,0.0,16.0,3.0,75.0,55.0,41.0,13.0,11.0,1.0,2.0,17.0,2010.0,116.0,536.0
2024-0451,Doha,Hard,32,A,20240219,299,210150,,,Jakub Mensik,U,,CZE,18.4,104792,,WC,Gael Monfils,R,193.0,FRA,37.4,6-4 1-6 6-3,3,SF,114.0,5.0,0.0,83.0,60.0,38.0,12.0,13.0,9.0,12.0,6.0,2.0,75.0,45.0,32.0,15.0,13.0,2.0,5.0,116.0,536.0,68.0,837.0
2024-0451,Doha,Hard,32,A,20240219,298,111575,2,,Karen Khachanov,R,198.0,RUS,27.7,200615,,,Alexei Popyrin,R,196.0,AUS,24.5,7-6(12) 6-2,3,SF,108.0,7.0,1.0,72.0,50.0,41.0,10.0,10.0,4.0,5.0,7.0,2.0,70.0,48.0,31.0,11.0,10.0,2.0,5.0,17.0,2010.0,46.0,997.0
2024-0451,Doha,Hard,32,A,20240219,297,210150,,,Jakub Mensik,U,,CZE,18.4,126094,1,,Andrey Rublev,R,188.0,RUS,26.3,6-4 7-6(6),3,QF,96.0,10.0,0.0,79.0,52.0,42.0,13.0,11.0,6.0,6.0,7.0,2.0,67.0,45.0,36.0,12.0,11.0,2.0,3.0,116.0,536.0,5.0,5105.0
2024-0451,Doha,Hard,32,A,20240219,296,104792,,WC,Gael Monfils,R,193.0,FRA,37.4,200005,3,,Ugo Humbert,L,188.0,FRA,25.6,6-2 6-4,3,QF,71.0,7.0,4.0,52.0,35.0,29.0,5.0,9.0,1.0,3.0,0.0,2.0,45.0,28.0,14.0,8.0,9.0,1.0,6.0,68.0,837.0,18.0,1990.0
2024-0451,Doha,Hard,32,A,20240219,295,200615,,,Alexei Popyrin,R,196.0,AUS,24.5,122330,4,,Alexander Bublik,R,196.0,KAZ,26.6,6-4 6-4,3,QF,77.0,2.0,1.0,56.0,31.0,22.0,17.0,10.0,0.0,1.0,5.0,5.0,59.0,41.0,27.0,6.0,10.0,4.0,7.0,46.0,997.0,21.0,1739.0
2024-0451,Doha,Hard,32,A,20240219,294,111575,2,,Karen Khachanov,R,198.0,RUS,27.7,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.8,3-0 RET,3,QF,13.0,0.0,0.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,1.0,2.0,1.0,3.0,17.0,2010.0,43.0,1011.0
2024-0451,Doha,Hard,32,A,20240219,293,126094,1,,Andrey Rublev,R,188.0,RUS,26.3,104755,,WC,Richard Gasquet,R,185.0,FRA,37.6,6-3 6-4,3,R16,56.0,7.0,2.0,48.0,31.0,28.0,12.0,10.0,0.0,0.0,4.0,0.0,51.0,36.0,27.0,6.0,9.0,2.0,4.0,5.0,5105.0,126.0,519.0
2024-0451,Doha,Hard,32,A,20240219,292,210150,,,Jakub Mensik,U,,CZE,18.4,104918,,,Andy Murray,R,190.0,GBR,36.7,7-6(6) 6-7(3) 7-6(4),3,R16,203.0,12.0,1.0,125.0,77.0,52.0,28.0,18.0,4.0,7.0,8.0,3.0,121.0,78.0,54.0,25.0,18.0,0.0,3.0,116.0,536.0,50.0,970.0
2024-0451,Doha,Hard,32,A,20240219,291,200005,3,,Ugo Humbert,L,188.0,FRA,25.6,200303,,,Pavel Kotov,R,191.0,RUS,25.2,6-4 6-1,3,R16,85.0,4.0,1.0,53.0,36.0,32.0,8.0,9.0,2.0,2.0,1.0,1.0,65.0,37.0,23.0,10.0,8.0,5.0,8.0,18.0,1990.0,64.0,859.0
2024-0451,Doha,Hard,32,A,20240219,290,104792,,WC,Gael Monfils,R,193.0,FRA,37.4,111190,,,Zhizhen Zhang,R,193.0,CHN,27.3,4-6 7-5 7-6(2),3,R16,143.0,13.0,6.0,106.0,62.0,54.0,18.0,17.0,2.0,4.0,4.0,3.0,105.0,71.0,52.0,20.0,17.0,4.0,6.0,68.0,837.0,48.0,991.0
2024-0451,Doha,Hard,32,A,20240219,289,200615,,,Alexei Popyrin,R,196.0,AUS,24.5,126409,,Q,Hugo Grenier,R,196.0,FRA,27.9,7-6(3) 6-7(8) 6-1,3,R16,149.0,14.0,2.0,111.0,75.0,59.0,20.0,16.0,4.0,5.0,7.0,2.0,99.0,67.0,46.0,16.0,15.0,1.0,4.0,46.0,997.0,151.0,417.0
2024-0451,Doha,Hard,32,A,20240219,288,122330,4,,Alexander Bublik,R,196.0,KAZ,26.6,105916,,,Marton Fucsovics,R,188.0,HUN,32.0,2-6 6-3 6-4,3,R16,127.0,5.0,6.0,86.0,55.0,37.0,14.0,14.0,3.0,7.0,2.0,0.0,79.0,50.0,32.0,15.0,13.0,7.0,11.0,21.0,1739.0,80.0,732.0
2024-0451,Doha,Hard,32,A,20240219,287,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.8,106331,,,Christopher Oconnell,R,183.0,AUS,29.7,6-3 6-3,3,R16,106.0,3.0,4.0,56.0,36.0,26.0,12.0,9.0,2.0,3.0,7.0,2.0,84.0,42.0,29.0,13.0,9.0,11.0,15.0,43.0,1011.0,65.0,854.0
2024-0451,Doha,Hard,32,A,20240219,286,111575,2,,Karen Khachanov,R,198.0,RUS,27.7,206681,,,Fabian Marozsan,R,191.0,HUN,24.3,6-4 7-5,3,R16,88.0,6.0,1.0,56.0,37.0,31.0,9.0,11.0,2.0,4.0,2.0,3.0,69.0,42.0,32.0,8.0,11.0,0.0,4.0,17.0,2010.0,60.0,896.0
2024-0451,Doha,Hard,32,A,20240219,284,104755,,WC,Richard Gasquet,R,185.0,FRA,37.6,207686,,,Alexander Shevchenko,R,,KAZ,23.2,6-4 6-4,3,R32,89.0,3.0,1.0,64.0,39.0,30.0,16.0,10.0,2.0,2.0,4.0,3.0,69.0,43.0,29.0,14.0,10.0,5.0,7.0,126.0,519.0,45.0,1000.0
2024-0451,Doha,Hard,32,A,20240219,283,104918,,,Andy Murray,R,190.0,GBR,36.7,124186,,Q,Alexandre Muller,R,183.0,FRA,27.0,6-1 7-6(5),3,R32,117.0,4.0,1.0,74.0,45.0,33.0,16.0,10.0,3.0,4.0,5.0,2.0,71.0,45.0,30.0,11.0,9.0,2.0,5.0,50.0,970.0,75.0,773.0
2024-0451,Doha,Hard,32,A,20240219,282,210150,,,Jakub Mensik,U,,CZE,18.4,200221,5,,Alejandro Davidovich Fokina,R,183.0,ESP,24.7,7-6(3) 6-4,3,R32,93.0,4.0,2.0,66.0,37.0,26.0,16.0,11.0,2.0,4.0,1.0,0.0,64.0,42.0,27.0,9.0,11.0,2.0,5.0,116.0,536.0,24.0,1575.0
2024-0451,Doha,Hard,32,A,20240219,280,200303,,,Pavel Kotov,R,191.0,RUS,25.2,132283,,,Lorenzo Sonego,R,191.0,ITA,28.7,6-2 7-5,3,R32,107.0,3.0,4.0,73.0,52.0,39.0,9.0,10.0,6.0,7.0,4.0,1.0,63.0,44.0,25.0,10.0,10.0,6.0,10.0,64.0,859.0,49.0,975.0
2024-0451,Doha,Hard,32,A,20240219,279,104792,,WC,Gael Monfils,R,193.0,FRA,37.4,122298,,,Botic Van De Zandschulp,R,188.0,NED,28.3,6-1 7-6(9),3,R32,102.0,2.0,4.0,81.0,54.0,38.0,13.0,10.0,7.0,8.0,1.0,4.0,66.0,45.0,28.0,11.0,9.0,5.0,8.0,68.0,837.0,70.0,810.0
2024-0451,Doha,Hard,32,A,20240219,278,111190,,,Zhizhen Zhang,R,193.0,CHN,27.3,207518,7,,Lorenzo Musetti,R,185.0,ITA,21.9,6-2 6-0,3,R32,61.0,7.0,1.0,39.0,30.0,23.0,4.0,7.0,3.0,4.0,0.0,1.0,48.0,29.0,12.0,7.0,7.0,3.0,9.0,48.0,991.0,26.0,1480.0
2024-0451,Doha,Hard,32,A,20240219,277,126409,,Q,Hugo Grenier,R,196.0,FRA,27.9,109739,,LL,Maximilian Marterer,L,191.0,GER,28.6,7-6(5) 7-5,3,R32,113.0,5.0,6.0,70.0,40.0,34.0,14.0,12.0,1.0,3.0,2.0,1.0,72.0,40.0,26.0,18.0,12.0,1.0,4.0,151.0,417.0,99.0,616.0
2024-0451,Doha,Hard,32,A,20240219,276,200615,,,Alexei Popyrin,R,196.0,AUS,24.5,209406,,WC,Abedallah Shelbayh,L,,JOR,20.2,3-6 6-3 6-4,3,R32,120.0,10.0,4.0,81.0,51.0,35.0,19.0,14.0,3.0,5.0,3.0,2.0,96.0,67.0,41.0,17.0,14.0,6.0,9.0,46.0,997.0,230.0,265.0
2024-0451,Doha,Hard,32,A,20240219,275,105916,,,Marton Fucsovics,R,188.0,HUN,32.0,105138,,,Roberto Bautista Agut,R,183.0,ESP,35.8,6-1 6-3,3,R32,82.0,2.0,0.0,50.0,26.0,18.0,15.0,8.0,3.0,4.0,0.0,2.0,51.0,30.0,17.0,7.0,8.0,5.0,10.0,80.0,732.0,97.0,621.0
2024-0451,Doha,Hard,32,A,20240219,273,106331,,,Christopher Oconnell,R,183.0,AUS,29.7,105526,6,,Jan Lennard Struff,R,193.0,GER,33.8,6-4 6-4,3,R32,92.0,6.0,3.0,76.0,43.0,30.0,18.0,10.0,2.0,3.0,5.0,0.0,63.0,39.0,26.0,11.0,10.0,3.0,6.0,65.0,854.0,25.0,1531.0
2024-0451,Doha,Hard,32,A,20240219,272,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.8,206748,,Q,Giulio Zeppieri,L,185.0,ITA,22.2,7-6(2) 7-5,3,R32,106.0,2.0,5.0,79.0,54.0,43.0,12.0,12.0,7.0,8.0,5.0,1.0,76.0,49.0,38.0,11.0,12.0,2.0,4.0,43.0,1011.0,133.0,498.0
2024-0451,Doha,Hard,32,A,20240219,271,206681,,,Fabian Marozsan,R,191.0,HUN,24.3,200240,,Q,Vit Kopriva,R,178.0,CZE,26.6,7-5 7-6(6),3,R32,104.0,5.0,1.0,73.0,55.0,37.0,9.0,12.0,1.0,5.0,4.0,1.0,75.0,46.0,29.0,12.0,12.0,4.0,9.0,60.0,896.0,118.0,535.0
2024-7480,Los Cabos,Hard,32,A,20240219,300,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,134770,4,,Casper Ruud,R,183.0,NOR,25.1,6-3 7-6(4),3,F,122.0,7.0,1.0,80.0,46.0,37.0,18.0,11.0,11.0,13.0,0.0,3.0,65.0,39.0,26.0,12.0,10.0,0.0,3.0,40.0,1071.0,12.0,2965.0
2024-7480,Los Cabos,Hard,32,A,20240219,299,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,100644,1,,Alexander Zverev,R,198.0,GER,26.8,7-5 4-6 7-6(2),3,SF,220.0,5.0,0.0,123.0,69.0,43.0,32.0,17.0,7.0,10.0,5.0,1.0,119.0,87.0,53.0,17.0,17.0,9.0,12.0,40.0,1071.0,6.0,5030.0
2024-7480,Los Cabos,Hard,32,A,20240219,298,134770,4,,Casper Ruud,R,183.0,NOR,25.1,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,25.5,6-4 7-6(4),3,SF,109.0,5.0,0.0,70.0,40.0,35.0,17.0,11.0,5.0,5.0,12.0,1.0,71.0,40.0,32.0,16.0,11.0,0.0,1.0,12.0,2965.0,11.0,2990.0
2024-7480,Los Cabos,Hard,32,A,20240219,297,100644,1,,Alexander Zverev,R,198.0,GER,26.8,106423,,,Thanasi Kokkinakis,R,196.0,AUS,27.8,6-3 6-4,3,QF,118.0,4.0,3.0,82.0,52.0,39.0,14.0,10.0,12.0,12.0,6.0,3.0,53.0,33.0,24.0,9.0,9.0,1.0,3.0,6.0,5030.0,103.0,604.0
2024-7480,Los Cabos,Hard,32,A,20240219,296,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,210506,,,Alex Michelsen,U,,USA,19.4,0-6 7-6(1) 7-5,3,QF,159.0,6.0,2.0,107.0,60.0,40.0,22.0,15.0,11.0,16.0,2.0,4.0,86.0,53.0,37.0,15.0,15.0,0.0,3.0,40.0,1071.0,74.0,776.0
2024-7480,Los Cabos,Hard,32,A,20240219,295,134770,4,,Casper Ruud,R,183.0,NOR,25.1,132686,,,Nuno Borges,R,185.0,POR,26.9,6-3 6-2,3,QF,67.0,4.0,1.0,52.0,36.0,28.0,10.0,9.0,2.0,2.0,5.0,1.0,39.0,21.0,15.0,6.0,8.0,0.0,3.0,12.0,2965.0,47.0,997.0
2024-7480,Los Cabos,Hard,32,A,20240219,294,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,25.5,206499,,Q,Aleksandar Kovacevic,U,,USA,25.4,7-6(1) 6-3,3,QF,99.0,6.0,3.0,66.0,39.0,34.0,14.0,11.0,4.0,5.0,4.0,4.0,61.0,36.0,26.0,12.0,10.0,4.0,6.0,11.0,2990.0,100.0,616.0
2024-7480,Los Cabos,Hard,32,A,20240219,293,100644,1,,Alexander Zverev,R,198.0,GER,26.8,106415,,,Yoshihito Nishioka,L,170.0,JPN,28.3,6-3 6-0,3,R16,60.0,10.0,0.0,39.0,29.0,22.0,8.0,7.0,3.0,3.0,0.0,1.0,44.0,24.0,15.0,5.0,8.0,1.0,6.0,6.0,5030.0,84.0,700.0
2024-7480,Los Cabos,Hard,32,A,20240219,292,106423,,,Thanasi Kokkinakis,R,196.0,AUS,27.8,105554,,,Daniel Evans,R,175.0,GBR,33.7,6-4 6-2,3,R16,128.0,5.0,1.0,65.0,35.0,23.0,19.0,9.0,4.0,5.0,3.0,3.0,80.0,39.0,27.0,16.0,9.0,6.0,10.0,103.0,604.0,42.0,1041.0
2024-7480,Los Cabos,Hard,32,A,20240219,291,210506,,,Alex Michelsen,U,,USA,19.4,200282,3,,Alex De Minaur,R,183.0,AUS,25.0,6-4 6-1,3,R16,82.0,1.0,1.0,53.0,33.0,25.0,12.0,9.0,4.0,5.0,1.0,2.0,47.0,18.0,10.0,13.0,8.0,2.0,6.0,74.0,776.0,9.0,3210.0
2024-7480,Los Cabos,Hard,32,A,20240219,290,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,207182,,Q,Emilio Nava,R,183.0,USA,22.2,7-6(5) 6-3,3,R16,117.0,4.0,0.0,66.0,43.0,35.0,14.0,10.0,5.0,5.0,6.0,5.0,85.0,57.0,41.0,9.0,11.0,6.0,8.0,40.0,1071.0,146.0,443.0
2024-7480,Los Cabos,Hard,32,A,20240219,289,132686,,,Nuno Borges,R,185.0,POR,26.9,126845,7,,Max Purcell,R,185.0,AUS,25.8,6-3 6-3,3,R16,78.0,5.0,0.0,49.0,27.0,23.0,15.0,9.0,1.0,1.0,0.0,5.0,64.0,36.0,24.0,13.0,9.0,3.0,6.0,47.0,997.0,51.0,961.0
2024-7480,Los Cabos,Hard,32,A,20240219,288,134770,4,,Casper Ruud,R,183.0,NOR,25.1,106218,,,Marcos Giron,R,180.0,USA,30.5,6-1 6-0,3,R16,62.0,3.0,0.0,45.0,26.0,19.0,10.0,7.0,2.0,3.0,0.0,1.0,47.0,26.0,12.0,3.0,6.0,5.0,11.0,12.0,2965.0,44.0,1000.0
2024-7480,Los Cabos,Hard,32,A,20240219,287,206499,,Q,Aleksandar Kovacevic,U,,USA,25.4,208014,,,Rinky Hijikata,U,,AUS,22.9,6-3 4-6 6-4,3,R16,143.0,11.0,2.0,90.0,51.0,38.0,15.0,15.0,3.0,8.0,2.0,4.0,90.0,49.0,28.0,19.0,14.0,8.0,14.0,100.0,616.0,79.0,737.0
2024-7480,Los Cabos,Hard,32,A,20240219,286,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,25.5,126846,,,Aleksandar Vukic,R,188.0,AUS,27.8,6-3 6-0,3,R16,63.0,6.0,0.0,48.0,29.0,22.0,13.0,8.0,3.0,3.0,2.0,1.0,45.0,24.0,15.0,8.0,7.0,7.0,11.0,11.0,2990.0,72.0,792.0
2024-7480,Los Cabos,Hard,32,A,20240219,284,106415,,,Yoshihito Nishioka,L,170.0,JPN,28.3,207925,,Q,Flavio Cobolli,R,,ITA,21.7,6-1 6-0,3,R32,49.0,1.0,1.0,36.0,20.0,15.0,10.0,6.0,0.0,0.0,0.0,2.0,43.0,23.0,12.0,2.0,7.0,1.0,7.0,84.0,700.0,69.0,825.0
2024-7480,Los Cabos,Hard,32,A,20240219,283,106423,,,Thanasi Kokkinakis,R,196.0,AUS,27.8,207733,,,Jack Draper,L,191.0,GBR,22.1,4-6 7-6(5) 6-4,3,R32,178.0,10.0,2.0,103.0,61.0,42.0,21.0,16.0,3.0,8.0,2.0,5.0,97.0,51.0,38.0,18.0,16.0,4.0,9.0,103.0,604.0,53.0,951.0
2024-7480,Los Cabos,Hard,32,A,20240219,282,105554,,,Daniel Evans,R,175.0,GBR,33.7,126128,5,,Roman Safiullin,R,185.0,RUS,26.5,6-2 6-4,3,R32,101.0,2.0,4.0,59.0,31.0,23.0,14.0,9.0,4.0,6.0,2.0,5.0,62.0,39.0,23.0,7.0,9.0,3.0,8.0,42.0,1041.0,38.0,1080.0
2024-7480,Los Cabos,Hard,32,A,20240219,280,210506,,,Alex Michelsen,U,,USA,19.4,106005,,,Constant Lestienne,R,180.0,FRA,31.7,6-3 7-6(3),3,R32,109.0,4.0,1.0,70.0,42.0,29.0,13.0,11.0,5.0,8.0,2.0,6.0,71.0,43.0,28.0,10.0,10.0,7.0,11.0,74.0,776.0,104.0,604.0
2024-7480,Los Cabos,Hard,32,A,20240219,279,207182,,Q,Emilio Nava,R,183.0,USA,22.2,106043,,WC,Diego Schwartzman,R,170.0,ARG,31.5,6-4 6-3,3,R32,90.0,5.0,5.0,65.0,34.0,25.0,14.0,10.0,1.0,3.0,0.0,2.0,49.0,39.0,21.0,5.0,9.0,1.0,5.0,146.0,443.0,115.0,538.0
2024-7480,Los Cabos,Hard,32,A,20240219,278,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,124014,,WC,Ernesto Escobedo,R,185.0,MEX,27.6,6-4 6-3,3,R32,104.0,8.0,0.0,52.0,37.0,28.0,10.0,9.0,4.0,5.0,1.0,4.0,68.0,41.0,23.0,13.0,10.0,8.0,12.0,40.0,1071.0,494.0,82.0
2024-7480,Los Cabos,Hard,32,A,20240219,277,126845,7,,Max Purcell,R,185.0,AUS,25.8,208286,,,Matteo Arnaldi,R,183.0,ITA,22.9,6-4 4-6 6-4,3,R32,150.0,5.0,4.0,103.0,55.0,37.0,24.0,15.0,5.0,9.0,7.0,1.0,97.0,56.0,35.0,22.0,15.0,5.0,10.0,51.0,961.0,41.0,1061.0
2024-7480,Los Cabos,Hard,32,A,20240219,276,132686,,,Nuno Borges,R,185.0,POR,26.9,136440,,,Dominik Koepfer,L,180.0,GER,29.8,7-6(2) 6-2,3,R32,82.0,7.0,2.0,60.0,38.0,30.0,10.0,10.0,2.0,4.0,6.0,8.0,69.0,41.0,31.0,7.0,10.0,4.0,8.0,47.0,997.0,57.0,918.0
2024-7480,Los Cabos,Hard,32,A,20240219,275,106218,,,Marcos Giron,R,180.0,USA,30.5,106121,,,Taro Daniel,R,191.0,JPN,31.0,6-4 7-5,3,R32,102.0,2.0,1.0,61.0,30.0,23.0,18.0,11.0,2.0,4.0,6.0,4.0,70.0,35.0,23.0,18.0,11.0,7.0,11.0,44.0,1000.0,62.0,870.0
2024-7480,Los Cabos,Hard,32,A,20240219,273,208014,,,Rinky Hijikata,U,,AUS,22.9,200175,6,,Miomir Kecmanovic,R,183.0,SRB,24.4,6-3 7-6(2),3,R32,112.0,2.0,2.0,65.0,32.0,19.0,18.0,10.0,2.0,6.0,1.0,3.0,90.0,48.0,27.0,16.0,11.0,7.0,13.0,79.0,737.0,54.0,940.0
2024-7480,Los Cabos,Hard,32,A,20240219,272,206499,,Q,Aleksandar Kovacevic,U,,USA,25.4,200587,,Q,Brandon Holt,R,,USA,25.8,6-1 6-4,3,R32,68.0,4.0,1.0,48.0,30.0,24.0,15.0,9.0,2.0,2.0,1.0,0.0,53.0,34.0,21.0,8.0,8.0,2.0,5.0,100.0,616.0,295.0,190.0
2024-7480,Los Cabos,Hard,32,A,20240219,271,126846,,,Aleksandar Vukic,R,188.0,AUS,27.8,210202,,WC,Rodrigo Pacheco Mendez,U,,MEX,18.8,7-6(5) 7-6(10),3,R32,138.0,10.0,2.0,94.0,50.0,32.0,20.0,12.0,3.0,7.0,0.0,5.0,86.0,50.0,29.0,19.0,12.0,1.0,5.0,72.0,792.0,692.0,41.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,300,202104,5,,Sebastian Baez,R,170.0,ARG,23.1,208363,,Q,Mariano Navone,R,,ARG,22.9,6-2 6-1,3,F,82.0,2.0,0.0,43.0,34.0,23.0,6.0,8.0,1.0,3.0,0.0,1.0,60.0,43.0,18.0,7.0,7.0,8.0,14.0,30.0,1415.0,113.0,551.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,299,202104,5,,Sebastian Baez,R,170.0,ARG,23.1,202103,4,,Francisco Cerundolo,R,185.0,ARG,25.5,7-5 6-0,3,SF,84.0,2.0,0.0,54.0,42.0,29.0,8.0,9.0,6.0,7.0,0.0,1.0,59.0,40.0,20.0,8.0,9.0,5.0,10.0,30.0,1415.0,22.0,1685.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,298,208363,,Q,Mariano Navone,R,,ARG,22.9,111815,2,,Cameron Norrie,L,188.0,GBR,28.4,6-4 6-2,3,SF,119.0,3.0,1.0,56.0,36.0,24.0,12.0,9.0,2.0,4.0,1.0,5.0,84.0,46.0,24.0,17.0,9.0,13.0,18.0,113.0,551.0,23.0,1680.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,297,202104,5,,Sebastian Baez,R,170.0,ARG,23.1,106329,,WC,Thiago Monteiro,L,183.0,BRA,29.7,6-4 1-6 6-2,3,QF,133.0,3.0,2.0,83.0,57.0,39.0,12.0,12.0,5.0,8.0,4.0,2.0,70.0,39.0,30.0,11.0,13.0,2.0,6.0,30.0,1415.0,117.0,536.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,296,202103,4,,Francisco Cerundolo,R,185.0,ARG,25.5,105583,,,Dusan Lajovic,R,180.0,SRB,33.6,3-6 6-4 6-4,3,QF,143.0,1.0,2.0,100.0,66.0,43.0,22.0,15.0,12.0,14.0,5.0,1.0,79.0,55.0,42.0,13.0,14.0,1.0,3.0,22.0,1685.0,58.0,912.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,295,208363,,Q,Mariano Navone,R,,ARG,22.9,211663,,WC,Joao Fonseca,R,185.0,BRA,17.4,2-6 6-3 6-3,3,QF,140.0,0.0,1.0,87.0,66.0,38.0,7.0,13.0,5.0,11.0,0.0,3.0,82.0,39.0,23.0,18.0,13.0,6.0,13.0,113.0,551.0,655.0,49.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,294,111815,2,,Cameron Norrie,L,188.0,GBR,28.4,205734,,,Thiago Seyboth Wild,R,185.0,BRA,23.9,6-1 3-6 6-2,3,QF,120.0,4.0,5.0,73.0,48.0,36.0,12.0,12.0,1.0,3.0,3.0,3.0,74.0,42.0,29.0,11.0,12.0,4.0,9.0,23.0,1680.0,82.0,708.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,293,106329,,WC,Thiago Monteiro,L,183.0,BRA,29.7,200335,,Q,Felipe Meligeni Alves,R,185.0,BRA,25.9,7-5 6-3,3,R16,102.0,6.0,1.0,63.0,37.0,29.0,15.0,11.0,0.0,1.0,7.0,0.0,65.0,46.0,32.0,7.0,10.0,4.0,7.0,117.0,536.0,153.0,416.0
2024-6932,Rio De Janeiro,Clay,32,A,20240219,292,202104,5,,Sebastian Baez,R,170.0,ARG,23.1,207680,,,Facundo Diaz Acosta,L,183.0,ARG,23.1,7-6(1) 6-3,3,R16,108.0,2.0,2.0,68.0,46.0,34.0,13.0,11.0,0.0,1.0,3.0,1.0,69.0,50.0,31.0,10.0,10.0,7.0,9.0,30.0,1415.0,59.0,907.0
